Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,152.16477966308594,152.88536071777344,149.34246826171875,150.4833984375,130.3896484375,6814541
2015-01-05,150.1831512451172,150.1831512451172,147.24073791503906,147.72113037109375,127.99629974365234,6999789
2015-01-06,146.8804473876953,147.54098510742188,143.6978302001953,144.5385284423828,125.23863220214844,10617953
2015-01-07,145.37921142578125,146.46009826660156,143.99807739257812,144.59857177734375,125.29065704345703,7267786
2015-01-08,146.0397491455078,146.40005493164062,144.89881896972656,146.33999633789062,126.7995376586914,7198159
2015-01-09,147.24073791503906,147.30078125,143.81793212890625,144.29832458496094,125.03047180175781,7182805
2015-01-12,144.5385284423828,144.9588623046875,142.73704528808594,143.99807739257812,124.7703628540039,7139324
2015-01-13,145.67945861816406,146.0998077392578,141.8963623046875,143.27748107910156,124.14595794677734,6856506
2015-01-14,142.01644897460938,143.21743774414062,140.5752716064453,142.79708862304688,123.72970581054688,6969414
2015-01-15,143.27748107910156,143.9380340576172,141.47601318359375,141.5961151123047,122.68912506103516,5242381
2015-01-16,141.17576599121094,142.01644897460938,140.8154754638672,141.65615844726562,122.7411117553711,8292178
2015-01-20,143.1573944091797,143.33753967285156,141.41595458984375,143.21743774414062,124.09394073486328,7420927
2015-01-21,143.0973358154297,144.59857177734375,142.3767547607422,144.35836791992188,125.08252716064453,6264909
2015-01-22,145.91964721679688,146.2799530029297,143.8779754638672,145.799560546875,126.33129119873047,7848442
2015-01-23,146.70028686523438,149.46255493164062,145.85960388183594,147.0005340576172,127.37187957763672,10614406
2015-01-26,148.4417266845703,148.56182861328125,146.5201416015625,147.6610870361328,127.94424438476562,6523796
2015-01-27,146.46009826660156,146.8804473876953,145.3191680908203,146.40005493164062,126.85160064697266,6394436
2015-01-28,146.94049072265625,147.0605926513672,142.97723388671875,143.1573944091797,124.04190063476562,8268847
2015-01-29,143.1573944091797,145.3191680908203,142.79708862304688,144.59857177734375,125.29065704345703,6733874
2015-01-30,143.3975830078125,144.77871704101562,143.03729248046875,143.4576416015625,124.30204772949219,9111223
2015-02-02,144.11817932128906,145.4392547607422,143.51768493652344,145.37921142578125,125.967041015625,6595004
2015-02-03,145.85960388183594,147.30078125,145.67945861816406,146.94049072265625,127.31990051269531,6282144
2015-02-04,146.5802001953125,146.70028686523438,144.59857177734375,145.07896423339844,125.70691680908203,5534791
2015-02-05,145.61941528320312,147.12063598632812,145.55935668945312,147.12063598632812,127.4759750366211,4271062
2015-02-06,147.36083984375,148.6218719482422,146.94049072265625,147.24073791503906,127.5799789428711,4574912
2015-02-09,146.94049072265625,148.6218719482422,146.8203887939453,147.96133422851562,128.2043914794922,4543605
2015-02-10,148.74197387695312,148.922119140625,147.42088317871094,148.4417266845703,128.62062072753906,4508933
2015-02-11,148.3816680908203,149.04222106933594,147.72113037109375,148.74197387695312,128.8808135986328,4072541
2015-02-12,148.98216247558594,150.06304931640625,148.3816680908203,149.46255493164062,129.5051727294922,4416759
2015-02-13,150.06304931640625,151.14393615722656,149.76280212402344,151.02383422851562,130.8579864501953,5508180
2015-02-17,150.84368896484375,151.38414001464844,150.0030059814453,151.14393615722656,130.96205139160156,5993331
2015-02-18,151.86453247070312,151.86453247070312,151.02383422851562,151.62432861328125,131.37831115722656,5119265
