,Date,Daily Return
0,2016-01-04,-0.009166267014822536
1,2016-01-05,0.007690687844101244
2,2016-01-06,0.00532308834427767
3,2016-01-07,-0.001327939467600457
4,2016-01-08,-0.002079452441074088
5,2016-01-11,-0.003995865614998346
6,2016-01-12,0.005260488191391669
7,2016-01-13,-0.008433793836577556
8,2016-01-14,0.009129023257056232
9,2016-01-15,0.0007563518071806843
10,2016-01-19,0.005256623764086281
11,2016-01-20,0.0008614671501625464
12,2016-01-21,0.0008884377268580516
13,2016-01-22,0.00893085000294444
14,2016-01-25,0.001035397491576484
15,2016-01-26,-0.0012159609919168773
16,2016-01-27,-0.009189104549809743
17,2016-01-28,0.0036466380188490202
18,2016-01-29,0.004952377886402364
19,2016-02-01,0.00019366907632356207
20,2016-02-02,-0.003393236615722387
21,2016-02-03,-0.004989241794337245
22,2016-02-04,-0.008958923199137691
23,2016-02-05,-0.02085941418889089
24,2016-02-08,-0.00825831664592134
25,2016-02-09,0.0009422027961816814
26,2016-02-10,0.0071117704584088065
27,2016-02-11,-0.0018704486791135387
28,2016-02-12,0.0029618259522028864
29,2016-02-16,0.009161942882557278
30,2016-02-17,0.007080125255351418
31,2016-02-18,0.0012138367270339994
32,2016-02-19,0.002286691700886019
33,2016-02-22,0.005537933951922628
34,2016-02-23,0.000626541808204885
35,2016-02-24,0.00047061779600950175
36,2016-02-25,0.008114858941358234
37,2016-02-26,-0.0037793239120826653
38,2016-02-29,-0.0033002349318460105
39,2016-03-01,0.008627932194876425
40,2016-03-02,-0.0012226256033518765
41,2016-03-03,-0.0030927857090198105
42,2016-03-04,-0.0029915074864608196
43,2016-03-07,-0.00513062235964185
44,2016-03-08,0.003892654659194065
45,2016-03-09,-0.00261026785846714
46,2016-03-10,-0.0010288956102463007
47,2016-03-11,0.0048468294869601705
48,2016-03-14,0.0024051191558961253
49,2016-03-15,0.00014668559561205102
50,2016-03-16,0.0025741297684362128
51,2016-03-17,-0.005501937934929238
52,2016-03-18,-9.760704430897152e-05
53,2016-03-21,0.0012874650354963136
54,2016-03-22,0.004664073197578398
55,2016-03-23,-0.0012254843202735197
56,2016-03-24,0.003219975806697318
57,2016-03-28,0.00046962359703489425
58,2016-03-29,0.005836670428214194
59,2016-03-30,0.0011336041285118373
60,2016-03-31,0.001011861570614124
61,2016-04-01,0.0070445529944553175
62,2016-04-04,0.002376727816181815
63,2016-04-05,-0.004670149235624533
64,2016-04-06,0.006111376011126112
65,2016-04-07,-0.001423924699671417
66,2016-04-08,-0.00248427774569233
67,2016-04-11,-0.0016865092627079156
68,2016-04-12,-0.0010411817329254445
69,2016-04-13,-0.0014205675982922315
70,2016-04-14,-8.282099586319719e-05
71,2016-04-15,0.002323634493629597
72,2016-04-18,0.002295315431090042
73,2016-04-19,-0.004140607268953313
74,2016-04-20,-0.0026849478933286272
75,2016-04-21,-0.0016854348879699129
76,2016-04-22,-0.004853793006963686
77,2016-04-25,0.004095036202990313
78,2016-04-26,-0.003698796782817953
79,2016-04-27,-0.004136114179054987
80,2016-04-28,-0.003665870093348285
81,2016-04-29,0.0035621515282301163
82,2016-05-02,0.0029983181522315362
83,2016-05-03,0.0002312743704981273
84,2016-05-04,0.0026427625733387956
85,2016-05-05,0.0016394730856441261
86,2016-05-06,0.001115846931527336
87,2016-05-09,0.006713896925726571
88,2016-05-10,0.0026694038255517423
89,2016-05-11,-0.004030533937547546
90,2016-05-12,0.0010485453281004187
91,2016-05-13,0.007434150680586407
92,2016-05-16,0.004072884548458399
93,2016-05-17,-0.006068969976843447
94,2016-05-18,-0.0016987918937735437
95,2016-05-19,0.0036700028126294523
96,2016-05-20,0.0027287944954191303
97,2016-05-23,-0.0012350241971971518
98,2016-05-24,0.005832843944413681
99,2016-05-25,-0.0026026183782572976
100,2016-05-26,0.0025465353027459142
101,2016-05-27,0.0017157724130982786
102,2016-05-31,0.0011738271673939734
103,2016-06-01,-0.0019683737703876138
104,2016-06-02,0.002853912014203968
105,2016-06-03,-0.0004527724369035014
106,2016-06-06,-0.0025116484930540095
107,2016-06-07,8.235059661917691e-05
108,2016-06-08,-0.0017762841213627238
109,2016-06-09,0.001543491329574986
110,2016-06-10,-0.0008884780549651114
111,2016-06-13,0.0010367139898119966
112,2016-06-14,0.002983803032647294
113,2016-06-15,-7.41628453630413e-06
114,2016-06-16,0.00042919832381814666
115,2016-06-17,-0.005733784891854254
116,2016-06-20,0.001570741006356374
117,2016-06-21,0.002857971343987066
118,2016-06-22,-0.0012806348127824799
119,2016-06-23,0.0007330561323291471
120,2016-06-24,-0.0008974517390459762
121,2016-06-27,0.004548214281478925
122,2016-06-28,0.0022987654834656533
123,2016-06-29,0.004500858367238481
124,2016-06-30,-0.0008160757712856639
125,2016-07-01,0.0020327759744956397
126,2016-07-05,0.00496147790901883
127,2016-07-06,0.0006364662692948493
128,2016-07-07,-0.0012252866631884405
129,2016-07-08,0.0009028098956324346
130,2016-07-11,0.0009992404582657884
131,2016-07-12,-0.0021567286714370905
132,2016-07-13,-0.0016567824367332725
133,2016-07-14,-0.0011047197892258256
134,2016-07-15,-0.0013742612831426828
135,2016-07-18,-0.0005900337078032902
136,2016-07-19,0.0008756200509623226
137,2016-07-20,0.0016601400383580765
138,2016-07-21,0.0007074132885941649
139,2016-07-22,0.0023352261978988238
140,2016-07-25,-0.000328890323823404
141,2016-07-26,-0.00722703177557698
142,2016-07-27,0.0010297552834908222
143,2016-07-28,0.0019524826344609176
144,2016-07-29,0.004310322220693913
145,2016-08-01,0.003037064203087209
